,G_symbol,head1,head2,head3,head4,head5,head6,head7,head8,abs_mean
138,PIK3C3,-0.00014986651174387887,-0.0027232110765282687,-1.9440330201297644e-05,-0.0049498747202084085,-0.0013573948898706284,-0.0035231731694785324,-0.006361467877071324,0.012623874745654105,0.004049843125300387
144,HSP90AA1,0.00022832277599904103,-0.001425195628667212,-0.0028405176460337576,-0.011237566146508091,-0.00157345541805329,-0.0037860679346584823,-0.0009791122674143477,0.007737785702617279,0.0039953187874731035
909,C11orf65,0.0007391581757193356,-0.006005227499942889,0.0005108690646019674,0.007599157282804041,0.0002941700995721027,0.0012894730491410265,0.0005813517290039428,0.002830280669347988,0.003603241062295486
1389,FRGCA,4.1997215768953666e-05,0.006731322183050048,-0.000769795176586783,-0.00753908439988714,0.0003533214596270026,0.0023745820512602986,0.00019821714200135977,-0.0027136286642781278,0.0034886205432769213
1411,TUSC7,0.00027915440593618743,-0.010758383732243087,-0.0011889131010824946,0.008321495404620316,-0.00011095521593015818,-0.00108777135149075,0.0004735506675170448,0.0050452487790577935,0.0034255038019919684
1179,H4C16,-0.0007772076723401028,-0.0016416128628695464,-0.0008750012668777396,0.00906325019066797,-0.0008941881137784899,-0.00420478133107614,0.0017453516973911446,0.007415277683004426,0.003228855060299681
269,PLIN3,-0.0002183679137761204,-0.0036672573285449397,-8.414155424476263e-05,0.006526433226420682,-0.0004919302272867392,0.005238174840133324,-0.00025375011774503043,-0.0022680420555200816,0.003171452048626032
615,CASP1,0.00027189066200081647,-0.0035670927398191404,0.00029393631135729613,0.0017615353344924247,0.00039862955723196284,0.004872931134930719,6.540463644849076e-05,-0.006726431112198445,0.003153981566309418
877,RICTOR,0.00020164187555908708,0.004476250320028262,0.0008089816410219194,-0.0014916309029405794,0.0001523736666991937,0.00250592068840531,0.0007816032333258943,-0.00663118616680409,0.0031445588548092646
493,XRCC3,-0.00014871161269304313,0.0028121287976936526,0.0005578393598927296,0.004717600109808373,0.0013289287749834303,0.00023943692867150278,0.006616014303488957,-0.0029841787791089814,0.0031238837672314173
694,TMEFF2,3.224652738004279e-05,0.004927503819506294,-0.00040055244174309575,-0.00680299325586885,-0.00017009240991415825,0.00388168808878269,0.00011133506227717887,-0.0033958614471749043,0.0031211831277116104
852,TGFBR2,5.2387394119013275e-05,0.0018406253328699445,-0.0006285805240951406,-0.005865076916065324,-0.0009590996640211192,-0.006680207243838834,-0.00026102736339674753,0.0053208650553666255,0.0031128915170950313
56,CTNNA1,0.0005624785726335749,0.0010855783190327176,-0.0021875058749305913,-0.0069466471584185485,0.00010821674045903165,-0.0032332371290550834,-0.0018297724919305006,0.006941884431472692,0.0030617565641764145
835,LRP5,-7.845596326948694e-05,0.0015559975232219362,0.0016535821290973706,0.005884365897967597,-0.0006520964630919228,0.006399666420181063,-0.00020913319532466233,-0.005741039684021052,0.0030569202303572093
27,ERCC1,6.755455005444103e-05,0.005676379045821594,0.0007418674466804429,-0.0027789599009655696,-0.0014744864102262452,0.0016943304915300527,0.0003318201773618661,-0.008116882050148967,0.003047890278367971
294,CA9,-0.00014963833988975895,-0.00642330734323114,-0.0011533958841228884,-0.0032144766308381235,4.912534542634199e-05,-0.0010684947339639338,-0.0032731174043596147,0.007897114722900382,0.003046672634647649
1365,LINC00659,-9.415906106256984e-06,-0.006362713313304879,-0.00012714472728177394,0.006992633094222714,-0.0004824002169869549,-0.0006183178730142817,-0.0007412203698573555,0.006165554453863462,0.0029953824664888935
1107,PRKN,0.0001346592557098862,-0.006958694618433182,-0.0007952723678702199,-0.004922163446903355,-0.00021727464903452287,0.0010903290875480588,-0.0010338440487795279,0.0035595255917003814,0.0029921434481556637
527,AAR2,-0.0005478147656322537,0.0017979787365409595,-0.0032081152198112062,-0.0022918488171867067,0.0016815930948333403,-0.001980258438562934,0.0007663865618693132,0.003100960879827946,0.0029905609340150968
743,SSRP1,-0.00017106510644001517,0.0035283946145564502,0.0020118323922151647,0.002412142591626963,0.0004029341522246563,0.0034626743942654348,-0.0004739677803353376,-0.003486501773577969,0.002974305544493603
925,MBD6,-0.0003561080956237509,-0.0024731970129102197,-0.0008819546693501937,0.002835371490120097,0.0003550884316470296,0.0024123751126053383,0.0015450027751432909,-0.000518111541448911,0.002970182723169991
416,ARID1A,-0.0006793954333355287,5.5508600563348514e-05,0.004864967450747093,0.004993822561002118,-0.002344791189998551,0.00022804982172348903,0.0020475090883006254,-0.004386502760126461,0.0029627493634223484
832,ITGA5,-0.00010707258455953475,-0.0009999961256893675,-0.0012818175498243807,-0.0035888049935449556,-0.00044233792712029444,-0.005961714882619242,-0.0003661839842056269,0.006471784387372611,0.002928623877621118
384,HSPE1,0.000326238774461713,0.0030580897877914032,-0.0007331780202026006,-0.0039377338599656175,0.00011589481871476646,0.004214536651573999,0.0003256699572151227,-0.005082507176508725,0.0029202401510848527
324,NCAPG,-0.00029815541652838164,-0.005741145331075994,-0.00038658762509100026,0.001247897778087198,-0.0006888284437783046,-0.0031958551924643626,6.331284491031095e-05,0.004487403803435594,0.002854645207506264
976,MUC3A,0.00024299181948329808,-0.004005185422501384,0.0007968857610310841,0.00635709334902591,-0.0002850255426091028,0.0032401999873129077,0.001022522667271241,-0.003262815523514277,0.002853569251910022
189,TGFB2,3.86307780516953e-06,-0.002935331478667581,-0.0005147727037612571,-0.0074491250842305965,-0.0009059907084463576,-0.0005092574152825316,-0.001924872967533594,0.00473596129025549,0.00284309847511781
1443,LINC02461,-4.538816567455781e-05,-0.009939787381628085,0.0010373808949355882,0.00776906873258754,0.00026733694276912006,-0.0006508748020768022,0.0006054308856436149,0.0007898500123640587,0.0028392296746988905
865,GNL3,-0.0003652460310931817,-0.0022820915085228276,-0.00547891267847298,-0.004455640136308477,0.00029629052972732336,-0.0007347180589612943,-0.0003082963168789709,0.005281944233532068,0.0028171064858876988
697,AGTR1,-0.0001506409362570675,0.006202237163310873,0.001467524502469692,0.005656248834117512,-0.00012544755002275046,0.00048612776237014286,0.00047550659140586595,-0.005277714925478428,0.0028166976426186787
1454,KRT18P55,-0.0001644771689912948,0.005937247068935203,0.00015220391557578113,-0.007020740537521922,0.0009562821574109695,-0.0016888739696114335,0.0003485720242109964,0.0021957574166025003,0.002806382469593912
1145,HMGB1,-0.00041932325285896075,0.004277932868971441,0.0026235851471219933,0.0036725982159410047,4.826314664110693e-05,0.005158582944709253,0.0006377658491676552,-0.006168450704684627,0.002803478249893335
607,IL11RA,-0.000188891934215805,-0.004495647290727493,-0.0005983937353848993,-0.007250268604594679,0.0005992770102150124,-0.0023001568587743774,-3.981610112787162e-06,0.0019804808806616883,0.002801696880847383
1447,SH3RF3-AS1,0.0001533896181788347,0.0028111760037710896,0.00023857452878146325,-0.008845335598692277,-0.00022530457911332084,0.001048848642865647,-0.0003945817368423889,-0.0017690044083872197,0.002773959433539595
469,SRSF6,-5.749724873015325e-06,0.002885740052919821,0.0011823254726912038,-0.00031955883500833576,-0.0001919214315213095,0.0038685327959301075,0.00017097014245491434,-0.007218119245015528,0.0027489681579728207
475,CDKN1A,-0.00020649394636841067,-0.0009642337956222287,0.0005567571288916938,0.0029221218022548105,-6.287360350033684e-05,0.004084434793509479,0.0004975357231246415,-0.005333843181050908,0.0027438065559512114
1027,LARP7,-0.00011903865645771526,0.0016844751730967968,-0.0014515692313920956,-0.0025030399254519437,-0.00023664513087784243,0.0057394240158952945,-0.00037583401752676055,-0.006746237765175515,0.0027402149641126087
268,TGFB1,-7.311065321092117e-05,-0.0022670565797630092,-0.0008827470910260435,-0.0038068492126634122,-0.0003822506050036688,-0.0031413256886357473,-0.0002232482234257394,0.005031829990080949,0.002735044860737054
980,FOS,-0.00031354838655077167,-0.0043575241247901,0.00019495652011387247,0.0036098444160735303,-0.00016856244145502106,-0.003468611195484681,0.00013123562994767215,0.006278000952711189,0.0027332708211799265
822,S100B,-0.0005456971752152772,0.0032462527886106284,1.681921595007012e-05,-0.010461559500406985,-0.0008392820565757884,0.002791396970651012,-0.000652760832010417,-0.0011787257347738182,0.0027135389365253127
57,EPHA3,8.645980653858263e-05,0.006730699413919619,9.880283033448348e-05,-0.004700594202712884,-0.0005438902149473586,0.0006890077932905491,-0.0006482226955649202,-0.0038958850658972867,0.0027094362490901955
820,U2AF1,-7.69797647686955e-05,-0.009319145743050723,-0.0005228510128250616,0.0022470399368493587,0.00014041139230029263,0.001082462419290922,0.0009399426360791251,0.002427478629859888,0.0026953467381782125
1241,HLA-C,-0.0006634328337033123,-0.002846847897353295,-0.0006988936997911792,0.009215065354242892,0.0006288914342531068,0.001533906375426721,0.00012308449696626404,0.002335238740604923,0.0026853397915074188
1300,MIR483,0.002156743839124875,0.007045663207172116,-0.0004260697928605815,-0.0013314683667847843,0.00036339247819357613,-0.005919342169023269,0.00036107153618187437,6.614063075818315e-05,0.0026795302633237433
624,BARD1,0.00011221924842651882,0.0031507003944428597,0.0006381251552283443,-0.002303232578932379,-0.001101713114804748,0.0004299615310087139,-0.0030610058747548223,0.004237147613658497,0.0026623987896200376
901,CYP2C19,-0.00010161870981952135,0.00210301472771612,-0.00036047675937039695,-0.007633948330074549,-8.972138786775727e-05,-0.002798966234431454,-0.0007888403325104515,0.0044727690840500505,0.002659441902585522
542,TERF2,0.0002914359194458823,0.009188916155704097,-0.0005096367667960691,-0.003110495650205826,-0.0009262957081241662,-0.0014219937372273684,-0.00034270461005268685,-0.0009961431993671997,0.0026385026276663677
1141,DPYD,9.811079174738753e-06,0.0013491735170011396,-5.466006496956078e-05,-0.0027262947483223878,-0.001762883856549024,-0.002468170956791497,-0.0020787252071545587,0.006433440734824639,0.002633445428230273
341,ARHGDIB,-0.0001184204991128195,-0.0030347594712580805,-0.0016634750124310997,0.0010497113848453963,-0.00017634224253548818,-0.005917949427692137,-0.00022297317408859495,0.007585743896791243,0.0026285304039183055
21,CD9,0.00029988665811015694,-4.331135207075178e-05,0.0004061837302222058,-0.0038009486280827154,0.00021597845062749785,0.0048150648314464065,-0.0003928332355672601,-0.007082919171362109,0.00262034241036393
